id,course_name,provider,description,course_status,pricing,duration_in_hours,rating,reviews,best_of_all_time,url
927,Great Ideas in Theoretical Computer Science: Finite Automata,YouTube,"Explore finite automata and regular languages in theoretical computer science, covering DFAs, computation concepts, and language analysis techniques.",On-Demand,Free Video,1.316666667,0,0,0,https://www.classcentral.com/classroom/youtube-great-ideas-in-theoretical-computer-science-finite-automata-spring-2015-137822
928,Great Ideas in Theoretical Computer Science: Computability,YouTube,"Explore computability theory, Turing machines, and undecidable problems in this theoretical computer science lecture, focusing on fundamental concepts and their implications.",On-Demand,Free Video,1.316666667,0,0,0,https://www.classcentral.com/classroom/youtube-great-ideas-in-theoretical-computer-science-computability-spring-2013-137825
929,Great Ideas in Theoretical Computer Science - On Proofs,YouTube,"Explore theoretical computer science concepts, focusing on proofs: their history, significance, and modern developments. Learn tips for constructing proofs and avoiding common mistakes in mathematical reasoning.",On-Demand,Free Video,1.05,0,0,0,https://www.classcentral.com/classroom/youtube-great-ideas-in-theoretical-computer-science-on-proofs-spring-2016-137827
930,The Long Arm of Theoretical Computer Science - The Case of Blockchains-Web3,YouTube,"Explore how theoretical computer science concepts illuminate blockchain technology, offering a clear, comprehensive view of its essence as a public, ownerless computer system.",On-Demand,Free Video,0.833333333,0,0,0,https://www.classcentral.com/classroom/youtube-the-long-arm-of-theoretical-computer-science-the-case-of-blockchains-web3-180351
931,Phase Transitions - From Physics to Computer Science,YouTube,"Explore phase transitions across physics and computer science, from water states to combinatorial optimization and information theory, revealing their universal nature in complex systems.",On-Demand,Free Video,1.25,0,0,0,https://www.classcentral.com/classroom/youtube-phase-transitions-from-physics-to-computer-science-169813
932,Berkeley in the 80s - Silvio Micali Interview on Theoretical Computer Science,YouTube,"Turing Laureate Silvio Micali discusses his groundbreaking research at Berkeley, covering pseudorandomness, multiparty computation, and blockchain technology, while reflecting on the university's influential atmosphere in the 1980s.",On-Demand,Free Video,0.633333333,0,0,0,https://www.classcentral.com/classroom/youtube-berkeley-in-the-80s-episode-3-silvio-micali-134501
933,Univalence from a Computer Science Point-of-View - Dan Licata,YouTube,"Explore univalence in computer science with Dan Licata, covering Martin-Löf type theory, computation, and applications in homotopy theory and group structures.",On-Demand,Free Video,0.933333333,0,0,0,https://www.classcentral.com/classroom/youtube-univalence-from-a-computer-science-point-of-view-dan-licata-136988
934,Computer Science Exam Review - Introduction Courses,YouTube,"Comprehensive review of key computer science concepts including data structures, algorithms, complexity analysis, and recursion, with practical examples and exam preparation tips.",On-Demand,Free Video,0.933333333,0,0,0,https://www.classcentral.com/classroom/youtube-computer-science-exam-review-introduction-courses-iti1120-etc-117099
935,How to Use Real Computer Science in Your Day Job,YouTube,"Discover practical applications of advanced computer science concepts in everyday software development, enhancing problem-solving skills and job satisfaction.",On-Demand,Conference Talk,0.516666667,0,0,0,https://www.classcentral.com/classroom/youtube-how-to-use-real-computer-science-in-your-day-job-craig-stuntz-yow-2015-193410
936,Can You Read Me? Creative JavaScript to Make Computer Science Fun,YouTube,"Explore creative JavaScript projects for learning computer science concepts through building machines to send secret messages, showcasing remote collaboration and innovative coding techniques.",On-Demand,Conference Talk,0.533333333,0,0,0,https://www.classcentral.com/classroom/youtube-mariko-kosaka-suz-hinton-can-you-read-me-creative-js-to-make-cs-fun-jsconf-eu-2017-234141
937,Algorithms to Live By - The Computer Science of Human Decisions,YouTube,"Explore computer science algorithms applied to everyday decisions, offering insights on time management, decision-making, and problem-solving for a more efficient and fulfilling life.",On-Demand,Conference Talk,1,0,0,0,https://www.classcentral.com/classroom/youtube-algorithms-to-live-by-the-computer-science-of-human-decisions-brian-christian-196568
938,What Can Theoretical Computer Science Contribute to the Discussion of Consciousness,YouTube,"Explore the intersection of theoretical computer science and consciousness, examining potential insights and contributions to this complex philosophical debate.",On-Demand,Free Video,1.066666667,0,0,0,https://www.classcentral.com/classroom/youtube-what-can-theoretical-computer-science-contribute-to-the-discussion-of-consciousness-222582
939,Essential Mathematics for Computer Science,YouTube,"Discover the essential mathematics subjects needed for computer science, from foundational algebra through discrete mathematics, with recommended textbook resources and study paths.",On-Demand,Free Video,0.383333333,0,0,0,https://www.classcentral.com/classroom/youtube-math-for-computer-science-super-nerds-417435
940,Probabilistic Graphical Models 2: Inference,Coursera,"Explore probabilistic inference in graphical models, covering exact and approximate algorithms for conditional probability queries and MAP inference, with hands-on programming assignments.",On-Demand,Free Online Course (Audit),38,0,488,0,https://www.classcentral.com/course/probabilistic-graphical-models-2-inferen-7292
941,The Critical Role of IT Support Staff in Healthcare,Coursera,"Explore diverse IT support roles in healthcare, from help desks to analyst positions. Learn about unique challenges, common issues, and the critical impact on patient care and organizational reliability.",On-Demand,Free Online Course (Audit),2.05,0,725,0,https://www.classcentral.com/course/healthcare-it-support-staff-22562
942,Introduction to Self-Driving Cars,Udacity,Udacity,On-Demand,Paid Course,2618.066667,0,394,0,https://www.classcentral.com/course/udacity-intro-to-self-driving-cars--nd113-18228
943,Introduction to Prompt Engineering for Generative AI,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,0.75,0,14770,0,https://www.classcentral.com/course/linkedin-learning-introduction-to-prompt-engineering-for-generative-ai-301022
944,"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",Coursera,"Explore advanced graph algorithms, NP-completeness, and strategies for tackling computationally intractable problems. Learn Bellman-Ford, Floyd-Warshall, and heuristic approaches for complex algorithmic challenges.",On-Demand,Free Online Course (Audit),13.45,0,826,0,https://www.classcentral.com/course/algorithms-npcomplete-7351
945,Understanding ChatGPT,DataCamp,DataCamp,On-Demand,Free Trial Available,1,0,326,0,https://www.classcentral.com/course/datacamp-understanding-chatgpt-157469
946,Natural Language Processing,Udacity,309 ratings at Udacity,On-Demand,Paid Course,1876.8,0,309,0,https://www.classcentral.com/course/udacity-natural-language-processing-nanodegree--nd892-18240
947,Deep Reinforcement Learning,Udacity,357 ratings at Udacity,On-Demand,Paid Course,2992,0,357,0,https://www.classcentral.com/course/udacity-deep-reinforcement-learning-nanodegree--nd893-18241
948,Sensor Fusion,Udacity,"Explore sensor fusion fundamentals for self-driving cars, covering lidar, radar, camera, and Kalman filters. Gain practical skills in data processing, object tracking, and building a complete perception pipeline.",On-Demand,Paid Course,2255.2,0,184,0,https://www.classcentral.com/course/udacity-sensor-fusion-engineer-nanodegree--nd313-18197
949,Linux Tutorial for Beginners - Step-by-Step Tutorial with Free Lab Access,YouTube,"Comprehensive Linux tutorial covering essential commands, file management, permissions, user accounts, and system administration. Includes hands-on labs for practical experience.",On-Demand,Free Video,2.35,4.5,11,0,https://www.classcentral.com/classroom/youtube-linux-tutorial-for-beginners-new-step-by-step-tutorial-with-free-lab-access-117354
950,Learn CSS,Codecademy,,On-Demand,Free Trial Available,6,0,0,0,https://www.classcentral.com/course/codecademy-learn-css-59958
951,Cloud Networking,Coursera,"Explore cloud networking challenges, infrastructure design, and innovative solutions for efficient data transfer, low latency, and application federation across global networks.",On-Demand,Free Online Course (Audit),23,4,5,0,https://www.classcentral.com/course/cloudnetworking-2732
952,Master Complete Statistics For Computer Science - I,Udemy,Udemy,On-Demand,Paid Course,21.35,0,264,0,https://www.classcentral.com/course/udemy-master-complete-statistics-for-computer-sci-33162
953,Internet of Things: Setting Up Your DragonBoard™ Development Platform,Coursera,"Learn to set up and develop on the DragonBoard™ 410c platform for IoT projects. Gain hands-on experience with hardware, software, and mobile technologies to prototype innovative connected devices.",On-Demand,Free Online Course (Audit),18.83333333,3.5,5,0,https://www.classcentral.com/course/internet-of-things-dragonboard-4260
954,Mathematics for Machine Learning: PCA,Coursera,"Explore mathematical foundations of Principal Component Analysis (PCA) for dimensionality reduction. Learn statistics, inner products, orthogonal projections, and derive PCA from a geometric perspective.",On-Demand,Free Online Course (Audit),20.65,0,3151,0,https://www.classcentral.com/course/pca-machine-learning-10451
955,Prompt Engineering for ChatGPT,Coursera,"Master prompt engineering for ChatGPT and unlock its potential in various domains. Learn effective techniques to enhance productivity, creativity, and problem-solving skills using large language models.",On-Demand,Free Online Course (Audit),18.8,0,6324,0,https://www.classcentral.com/course/prompt-engineering-182422
956,Understanding Machine Learning,DataCamp,DataCamp,On-Demand,Free Trial Available,2,0,176,0,https://www.classcentral.com/course/datacamp-understanding-machine-learning-24378
957,AI Fundamentals for Non-Data Scientists,Coursera,"Explore AI fundamentals, machine learning methods, and deep learning techniques. Learn to create algorithms, use no-code tools, and apply AI in business contexts through hands-on practice and industry insights.",On-Demand,Free Online Course (Audit),9.6,0,804,0,https://www.classcentral.com/course/wharton-ai-fundamentals-non-data-scientists-56564
958,ChatGPT Full Course - Automate Useful Professional Tasks Using Open AI - Includes 10 Projects,YouTube,"Learn to automate professional tasks using ChatGPT, including resume writing, email composition, problem-solving, and performance reporting. Boost productivity with 10 practical AI-driven projects.",On-Demand,Free Video,0.7,4.5,10,0,https://www.classcentral.com/classroom/youtube-chatgpt-full-course-automate-useful-professional-tasks-using-open-ai-includes-10-projects-121374
959,Introduction to Web Development,Coursera,"Learn to create and publish static web pages using HTML and CSS, understand web structure, choose hosting, and develop skills for personal or business websites.",On-Demand,Free Online Course (Audit),10.46666667,0,3702,0,https://www.classcentral.com/course/web-development-7027
960,Programming for the Internet of Things Project,Coursera,"Design, build, and test a microcontroller-based embedded system for real-world applications, focusing on low-cost solutions. Develop skills in system design, interfacing, and programming microcontrollers.",On-Demand,Free Online Course (Audit),8.066666667,0,942,0,https://www.classcentral.com/course/internet-of-things-project-5118
961,Comprehensive Introduction to Front-End Engineering,CodeSignal,CodeSignal,On-Demand,Free Certificate,0,0,199,0,https://www.classcentral.com/course/codesignal-comprehensive-introduction-to-front-end-engineering-361237
962,Artificial Intelligence,Udacity,Udacity,On-Demand,Paid Course,1445.6,0,186,0,https://www.classcentral.com/course/udacity-ai-artificial-intelligence-nanodegree--nd898-18242
